"Species"
"Sardina pilchardus"
"Sardina pilchardus"
"Sardina pilchardus"
"Sardina pilchardus"
"Sardina pilchardus"
"Sardina pilchardus"
"Sardinella aurita"
"Sardinella aurita"
"Sardinella aurita"
"Scarus ghobban"
"Sciaena umbra"
"Sciaena umbra"
"Sciaena umbra"
"Sciaena umbra"
"Sciaenops ocellatus"
"Sciaenops ocellatus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomber scombrus"
"Scomberomorus commerson"
"Scomberomorus commerson"
"Scomberomorus tritor"
"Scophthalmus maximus"
"Scophthalmus maximus"
"Scophthalmus rhombus"
"Scorpaena loppei"
"Scorpaena loppei"
"Scorpaena notata"
"Scorpaena notata"
"Scorpaena notata"
"Scorpaena notata"
"Scorpaena notata"
"Scorpaena notata"
"Scorpaena porcus"
"Scorpaena porcus"
"Scorpaena porcus"
"Scorpaena porcus"
"Scorpaena porcus"
"Scorpaena porcus"
"Scorpaena scrofa"
"Scyliorhinus canicula"
"Scyliorhinus canicula"
"Serranus cabrilla"
"Serranus cabrilla"
"Serranus cabrilla"
"Serranus hepatus"
"Serranus hepatus"
"Serranus hepatus"
"Serranus hepatus"
"Serranus hepatus"
"Serranus scriba"
"Siganus luridus"
"Siganus rivulatus"
"Siganus rivulatus"
"Siganus rivulatus"
"Solea solea"
"Solea solea"
"Sparus aurata"
"Sparus aurata"
"Sphyraena chrysotaenia"
"Sphyraena flavicauda"
"Sphyraena pinguis"
"Sphyraena pinguis"
"Sphyrna lewini"
"Sphyrna lewini"
"Sphyrna lewini"
"Spicara maena"
"Spondyliosoma cantharus"
"Spondyliosoma cantharus"
"Spondyliosoma cantharus"
"Spondyliosoma cantharus"
"Spondyliosoma cantharus"
"Spondyliosoma cantharus"
"Sprattus sprattus"
"Sprattus sprattus"
"Sprattus sprattus"
"Sprattus sprattus"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus acanthias"
"Squalus blainville"
"Squalus blainville"
"Squalus blainville"
"Squalus blainville"
"Squalus megalops"
"Squalus megalops"
"Symphodus melops"
"Synodus saurus"
"Synodus saurus"
"Thunnus alalunga"
"Thunnus alalunga"
"Thunnus alalunga"
"Thunnus thynnus"
"Thunnus thynnus"
"Thunnus thynnus"
"Thunnus thynnus"
"Thunnus thynnus"
"Thunnus thynnus"
"Thunnus thynnus"
"Thymallus thymallus"
"Trachurus picturatus"
"Trachyrincus scabrus"
"Trichiurus lepturus"
"Trichiurus lepturus"
"Trigla lyra"
"Trisopterus luscus"
"Tylosurus acus acus"
"Upeneus moluccensis"
"Upeneus moluccensis"
"Upeneus moluccensis"
"Upeneus pori"
"Upeneus pori"
"Uranoscopus scaber"
"Uranoscopus scaber"
"Xiphias gladius"
"Xiphias gladius"
"Xiphias gladius"
"Xiphias gladius"
"Xiphias gladius"
"Zeus faber"
"Zeus faber"
"Zeus faber"
